HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
pub_186946	dblp:publishedIn	venue_2802	0.0827
pub_224911	dblp:hasAuthor	author_606460	0.1196
author_220401	dblp:wrote	pub_82914	0.0804
pub_131290	dblp:publishedIn	venue_715	0.1009
author_485681	dblp:wrote	pub_323477	0.0946
pub_128815	dblp:publishedIn	venue_2609	0.1100
pub_189570	dblp:publishedIn	venue_2513	0.1308
pub_105144	dblp:publishedIn	venue_2425	0.1288
author_439332	dblp:wrote	pub_15415	0.0816
pub_919	dblp:inYear	year_14	0.1313
author_6487	dblp:wrote	pub_105626	0.0684
pub_95373	dblp:publishedIn	venue_2988	0.1395
pub_50707	dblp:hasAuthor	author_336550	0.0807
pub_401922	dblp:publishedIn	venue_534	0.0899
pub_178296	dblp:publishedIn	venue_1515	0.1062
pub_247533	dblp:hasAuthor	author_289855	0.0766
author_616728	dblp:wrote	pub_51275	0.0663
pub_28400	dblp:publishedIn	venue_1075	0.1284
author_391794	dblp:wrote	pub_174562	0.0934
author_396972	dblp:wrote	pub_233605	0.1124
pub_70665	dblp:publishedIn	venue_1194	0.1100
pub_279909	dblp:hasAuthor	author_471083	0.1030
pub_93657	dblp:hasAuthor	author_566800	0.0702
pub_104433	dblp:hasAuthor	author_514631	0.0680
pub_137037	dblp:publishedIn	venue_2744	0.0969
author_336366	dblp:wrote	pub_401159	0.0813
pub_205515	dblp:publishedIn	venue_2317	0.1582
pub_149281	dblp:publishedIn	venue_1869	0.1282
pub_288948	dblp:publishedIn	venue_685	0.1058
pub_61328	dblp:publishedIn	venue_1694	0.0916
pub_15329	dblp:hasAuthor	author_613873	0.0778
author_102866	dblp:wrote	pub_346296	0.1057
author_105922	dblp:wrote	pub_205005	0.1180
pub_207413	dblp:inYear	year_45	0.1493
pub_18045	dblp:inYear	year_22	0.2101
author_580854	dblp:wrote	pub_392300	0.0693
pub_179782	dblp:inYear	year_50	0.1173
author_108467	dblp:wrote	pub_463219	0.0804
pub_378431	dblp:inYear	year_13	0.1516
pub_403664	dblp:publishedIn	venue_1497	0.0874
author_642345	dblp:wrote	pub_267888	0.0767
pub_141275	dblp:hasAuthor	author_318453	0.0876
pub_190119	dblp:hasAuthor	author_217921	0.0811
pub_464763	dblp:inYear	year_6	0.1474
pub_335687	dblp:hasAuthor	author_122466	0.0612
pub_246941	dblp:publishedIn	venue_2660	0.1102
pub_63669	dblp:publishedIn	venue_1543	0.0936
pub_379340	dblp:inYear	year_28	0.1371
pub_151021	dblp:inYear	year_43	0.1382
author_113018	dblp:wrote	pub_470322	0.0643
author_423502	dblp:wrote	pub_316686	0.0852
pub_122601	dblp:hasAuthor	author_613534	0.1179
pub_216398	dblp:publishedIn	venue_1464	0.1053
pub_430659	dblp:inYear	year_10	0.2123
pub_175378	dblp:hasAuthor	author_144999	0.0898
pub_403220	dblp:hasAuthor	author_568896	0.0786
pub_169849	dblp:inYear	year_13	0.1653
author_549079	dblp:wrote	pub_171686	0.0954
pub_150034	dblp:hasAuthor	author_641992	0.0968
pub_343643	dblp:hasAuthor	author_343721	0.0831
pub_39352	dblp:inYear	year_32	0.1312
pub_233666	dblp:hasAuthor	author_48967	0.0774
pub_332550	dblp:publishedIn	venue_1584	0.1080
pub_1395	dblp:inYear	year_8	0.1175
pub_145746	dblp:hasAuthor	author_222424	0.1007
pub_272972	dblp:inYear	year_4	0.1557
pub_342529	dblp:inYear	year_22	0.1781
pub_449493	dblp:hasAuthor	author_174571	0.0626
pub_98883	dblp:hasAuthor	author_340406	0.0801
author_371177	dblp:wrote	pub_278542	0.0950
author_622579	dblp:wrote	pub_424938	0.0980
pub_243819	dblp:inYear	year_30	0.1552
author_284458	dblp:wrote	pub_207580	0.1007
author_360750	dblp:wrote	pub_33491	0.0731
pub_374867	dblp:hasAuthor	author_403698	0.0857
author_288859	dblp:wrote	pub_146120	0.1490
author_298943	dblp:wrote	pub_298038	0.0620
pub_415827	dblp:hasAuthor	author_136106	0.0625
pub_405467	dblp:inYear	year_35	0.1969
pub_145694	dblp:inYear	year_29	0.1602
pub_75113	dblp:publishedIn	venue_2988	0.1107
pub_361310	dblp:inYear	year_12	0.1424
pub_477860	dblp:inYear	year_38	0.1264
author_320877	dblp:wrote	pub_354099	0.0658
author_135111	dblp:wrote	pub_87169	0.0595
pub_30059	dblp:publishedIn	venue_1669	0.1011
pub_63745	dblp:inYear	year_21	0.1534
pub_445579	dblp:inYear	year_28	0.1457
author_536334	dblp:wrote	pub_18272	0.0884
pub_391217	dblp:inYear	year_21	0.1375
pub_233578	dblp:publishedIn	venue_1477	0.1265
pub_64692	dblp:hasAuthor	author_507016	0.1032
pub_342834	dblp:publishedIn	venue_1138	0.1019
pub_346435	dblp:publishedIn	venue_254	0.1095
pub_110286	dblp:hasAuthor	author_602541	0.1654
author_160996	dblp:wrote	pub_443826	0.0582
pub_323469	dblp:publishedIn	venue_2431	0.1117
pub_102581	dblp:hasAuthor	author_328518	0.0667
pub_393505	dblp:publishedIn	venue_1327	0.1172
author_548295	dblp:wrote	pub_339190	0.0668
pub_361631	dblp:inYear	year_9	0.1286
pub_239783	dblp:inYear	year_54	0.1799
author_56312	dblp:wrote	pub_44067	0.0706
pub_300112	dblp:hasAuthor	author_420408	0.0574
pub_328939	dblp:hasAuthor	author_466880	0.0767
pub_381659	dblp:hasAuthor	author_566121	0.0656
pub_101763	dblp:publishedIn	venue_2427	0.1227
pub_53160	dblp:publishedIn	venue_2093	0.0750
pub_385028	dblp:inYear	year_18	0.2055
pub_187035	dblp:inYear	year_40	0.1529
pub_39345	dblp:publishedIn	venue_2270	0.0789
author_283819	dblp:wrote	pub_10295	0.0826
pub_282394	dblp:hasAuthor	author_451112	0.1207
author_376554	dblp:wrote	pub_2252	0.0629
pub_54641	dblp:publishedIn	venue_1841	0.1006
pub_39767	dblp:hasAuthor	author_435401	0.0816
pub_442467	dblp:inYear	year_23	0.1648
pub_281887	dblp:publishedIn	venue_89	0.0945
pub_445147	dblp:hasAuthor	author_474742	0.0767
author_24685	dblp:wrote	pub_325819	0.0599
pub_380924	dblp:inYear	year_26	0.1303
author_55670	dblp:wrote	pub_442926	0.0756
pub_405827	dblp:publishedIn	venue_3035	0.0794
pub_429044	dblp:inYear	year_23	0.1830
pub_452647	dblp:inYear	year_22	0.1742
pub_162878	dblp:publishedIn	venue_1117	0.1210
pub_475565	dblp:inYear	year_52	0.1393
pub_153601	dblp:inYear	year_6	0.1671
author_354484	dblp:wrote	pub_195046	0.1278
author_17237	dblp:wrote	pub_225246	0.0990
pub_420945	dblp:hasAuthor	author_36434	0.0758
author_636548	dblp:wrote	pub_381296	0.0870
pub_287476	dblp:publishedIn	venue_2507	0.1285
pub_486368	dblp:hasAuthor	author_244641	0.0657
pub_419165	dblp:publishedIn	venue_1728	0.0957
pub_327228	dblp:publishedIn	venue_148	0.1280
pub_276463	dblp:hasAuthor	author_61322	0.0963
pub_151018	dblp:inYear	year_28	0.1448
pub_425832	dblp:hasAuthor	author_600703	0.0811
author_618987	dblp:wrote	pub_159824	0.1032
author_202986	dblp:wrote	pub_386891	0.0734
author_354096	dblp:wrote	pub_116766	0.0680
author_594734	dblp:wrote	pub_143332	0.0793
pub_365391	dblp:publishedIn	venue_2107	0.1085
pub_195641	dblp:hasAuthor	author_276493	0.0785
pub_294669	dblp:publishedIn	venue_1132	0.1086
pub_332614	dblp:hasAuthor	author_53378	0.0566
pub_44716	dblp:hasAuthor	author_297694	0.0805
pub_197420	dblp:hasAuthor	author_85420	0.1236
author_370850	dblp:wrote	pub_283412	0.0680
author_11007	dblp:wrote	pub_451493	0.1132
author_386570	dblp:wrote	pub_177696	0.0815
pub_421802	dblp:hasAuthor	author_149515	0.0696
pub_430743	dblp:publishedIn	venue_2452	0.1148
author_423600	dblp:wrote	pub_406799	0.0907
author_641905	dblp:wrote	pub_301740	0.0619
author_585080	dblp:wrote	pub_428050	0.0693
author_556442	dblp:wrote	pub_13214	0.1092
pub_11762	dblp:hasAuthor	author_519892	0.0777
pub_149636	dblp:inYear	year_37	0.1433
pub_254074	dblp:inYear	year_25	0.1572
pub_34588	dblp:inYear	year_32	0.2003
author_515783	dblp:wrote	pub_343656	0.0825
author_453858	dblp:wrote	pub_409951	0.0553
pub_238443	dblp:publishedIn	venue_2756	0.1436
pub_287454	dblp:hasAuthor	author_464750	0.0745
author_493152	dblp:wrote	pub_368715	0.0940
pub_123233	dblp:publishedIn	venue_865	0.0764
pub_398525	dblp:publishedIn	venue_1615	0.0985
pub_139476	dblp:hasAuthor	author_400307	0.0859
author_309907	dblp:wrote	pub_398668	0.0955
pub_250882	dblp:publishedIn	venue_2320	0.1443
pub_34557	dblp:publishedIn	venue_1833	0.1127
pub_424873	dblp:inYear	year_60	0.1627
author_202973	dblp:wrote	pub_172347	0.0889
pub_263722	dblp:publishedIn	venue_1381	0.1071
pub_155867	dblp:hasAuthor	author_51092	0.0740
pub_307886	dblp:hasAuthor	author_413285	0.0825
pub_155127	dblp:inYear	year_48	0.1968
pub_178860	dblp:inYear	year_9	0.2047
pub_390660	dblp:publishedIn	venue_1888	0.1215
pub_286262	dblp:inYear	year_27	0.1370
pub_45711	dblp:publishedIn	venue_2133	0.0914
pub_263861	dblp:inYear	year_16	0.1354
pub_163529	dblp:hasAuthor	author_404417	0.0697
author_628026	dblp:wrote	pub_72475	0.0762
pub_246165	dblp:publishedIn	venue_157	0.1049
pub_184612	dblp:inYear	year_38	0.1388
pub_15963	dblp:publishedIn	venue_1972	0.1174
pub_455362	dblp:hasAuthor	author_124874	0.0716
pub_317501	dblp:publishedIn	venue_2230	0.1233
pub_463472	dblp:hasAuthor	author_70197	0.0559
author_574880	dblp:wrote	pub_241189	0.0643
author_272378	dblp:wrote	pub_155986	0.0678
pub_255376	dblp:publishedIn	venue_2632	0.1786
author_103640	dblp:wrote	pub_285820	0.1163
pub_16231	dblp:hasAuthor	author_4774	0.0680
author_165308	dblp:wrote	pub_287565	0.0955
pub_207252	dblp:inYear	year_15	0.1761
pub_114461	dblp:hasAuthor	author_38219	0.0979
author_49594	dblp:wrote	pub_241755	0.0796
pub_479365	dblp:inYear	year_4	0.1380
author_515678	dblp:wrote	pub_270299	0.0793
author_293099	dblp:wrote	pub_94161	0.0767
pub_318107	dblp:inYear	year_51	0.1639
pub_423716	dblp:hasAuthor	author_60653	0.0624
pub_193390	dblp:hasAuthor	author_587686	0.0636
pub_88064	dblp:hasAuthor	author_630465	0.0604
pub_239918	dblp:hasAuthor	author_469140	0.0668
pub_173402	dblp:inYear	year_32	0.1650
pub_142961	dblp:inYear	year_11	0.1474
pub_197361	dblp:publishedIn	venue_2398	0.0975
pub_217809	dblp:inYear	year_52	0.1525
author_418924	dblp:wrote	pub_173710	0.0693
pub_224454	dblp:publishedIn	venue_2031	0.0941
pub_461832	dblp:inYear	year_54	0.1250
pub_367718	dblp:publishedIn	venue_1331	0.1131
pub_111764	dblp:hasAuthor	author_163105	0.0850
author_49183	dblp:wrote	pub_313575	0.0825
pub_100308	dblp:hasAuthor	author_404858	0.0619
pub_342547	dblp:inYear	year_39	0.1778
author_495219	dblp:wrote	pub_92988	0.0738
pub_45073	dblp:inYear	year_25	0.1611
pub_274223	dblp:hasAuthor	author_297428	0.1088
author_168744	dblp:wrote	pub_46634	0.0884
pub_253891	dblp:publishedIn	venue_1744	0.1161
author_513084	dblp:wrote	pub_14908	0.0760
author_191883	dblp:wrote	pub_56047	0.0904
author_450924	dblp:wrote	pub_218451	0.1067
pub_52199	dblp:hasAuthor	author_16383	0.0805
pub_423861	dblp:publishedIn	venue_2416	0.0925
pub_3142	dblp:inYear	year_7	0.1606
pub_233573	dblp:hasAuthor	author_309509	0.0826
author_318773	dblp:wrote	pub_393815	0.0717
author_437977	dblp:wrote	pub_245454	0.0699
pub_154389	dblp:publishedIn	venue_51	0.1079
pub_481191	dblp:hasAuthor	author_29074	0.0660
pub_157643	dblp:inYear	year_20	0.1762
pub_236491	dblp:publishedIn	venue_2428	0.1154
pub_454911	dblp:hasAuthor	author_24017	0.0801
pub_261723	dblp:inYear	year_6	0.1413
pub_221587	dblp:inYear	year_18	0.1517
pub_939	dblp:publishedIn	venue_102	0.1138
pub_361690	dblp:hasAuthor	author_253135	0.1619
pub_436090	dblp:hasAuthor	author_343927	0.0569
pub_260968	dblp:inYear	year_62	0.1315
pub_467040	dblp:publishedIn	venue_430	0.1414
pub_82142	dblp:publishedIn	venue_78	0.0870
pub_14597	dblp:inYear	year_3	0.1801
author_611563	dblp:wrote	pub_352522	0.0798
pub_317095	dblp:inYear	year_9	0.2106
pub_325571	dblp:publishedIn	venue_829	0.1216
author_197415	dblp:wrote	pub_308560	0.1104
pub_410750	dblp:hasAuthor	author_11143	0.0516
pub_199431	dblp:hasAuthor	author_424474	0.0678
pub_57863	dblp:inYear	year_2	0.2052
pub_38782	dblp:inYear	year_41	0.1928
pub_11606	dblp:hasAuthor	author_383696	0.0677
pub_357606	dblp:publishedIn	venue_1941	0.0819
pub_50524	dblp:publishedIn	venue_1800	0.0829
author_182991	dblp:wrote	pub_8841	0.0841
author_598545	dblp:wrote	pub_374243	0.0534
pub_397682	dblp:publishedIn	venue_2143	0.1098
pub_86495	dblp:inYear	year_46	0.1497
pub_384082	dblp:publishedIn	venue_2882	0.1178
pub_434028	dblp:publishedIn	venue_2719	0.0946
author_80490	dblp:wrote	pub_362967	0.0857
author_638638	dblp:wrote	pub_422592	0.0637
author_500026	dblp:wrote	pub_176495	0.0769
author_373647	dblp:wrote	pub_430335	0.0748
pub_200120	dblp:hasAuthor	author_535151	0.0623
pub_63117	dblp:publishedIn	venue_707	0.1084
pub_43239	dblp:publishedIn	venue_1253	0.0866
author_19089	dblp:wrote	pub_489298	0.0745
pub_121715	dblp:hasAuthor	author_453348	0.0551
pub_201875	dblp:hasAuthor	author_568277	0.0923
pub_422330	dblp:inYear	year_44	0.1745
author_621364	dblp:wrote	pub_401005	0.0856
pub_207541	dblp:publishedIn	venue_2940	0.1150
pub_77360	dblp:inYear	year_43	0.1220
pub_237601	dblp:publishedIn	venue_2826	0.1115
pub_332291	dblp:publishedIn	venue_2016	0.0978
pub_236297	dblp:inYear	year_11	0.1694
pub_267162	dblp:inYear	year_33	0.1772
pub_418190	dblp:publishedIn	venue_2002	0.1139
author_223586	dblp:wrote	pub_162687	0.0878
author_348308	dblp:wrote	pub_219456	0.1136
author_136906	dblp:wrote	pub_177693	0.0721
pub_483068	dblp:inYear	year_26	0.1642
pub_18593	dblp:publishedIn	venue_1072	0.1296
pub_414331	dblp:hasAuthor	author_241822	0.0822
pub_9651	dblp:hasAuthor	author_54849	0.0632
pub_266031	dblp:hasAuthor	author_504539	0.0872
pub_212466	dblp:hasAuthor	author_78164	0.0671
pub_119460	dblp:publishedIn	venue_1403	0.1232
pub_387397	dblp:publishedIn	venue_1474	0.0740
pub_166290	dblp:hasAuthor	author_612494	0.0789
pub_442081	dblp:publishedIn	venue_732	0.1013
pub_453286	dblp:inYear	year_24	0.1473
pub_31036	dblp:inYear	year_61	0.1409
author_69383	dblp:wrote	pub_242394	0.0691
pub_86369	dblp:hasAuthor	author_242543	0.0890
pub_188331	dblp:hasAuthor	author_82728	0.0609
author_94484	dblp:wrote	pub_39879	0.0922
author_472259	dblp:wrote	pub_283177	0.0736
pub_465820	dblp:publishedIn	venue_1454	0.1229
pub_12460	dblp:publishedIn	venue_1791	0.1094
author_193671	dblp:wrote	pub_186993	0.0616
pub_159368	dblp:publishedIn	venue_2461	0.1210
pub_275196	dblp:hasAuthor	author_600678	0.1085
author_214272	dblp:wrote	pub_135781	0.0656
pub_150846	dblp:hasAuthor	author_287473	0.0577
pub_144868	dblp:inYear	year_38	0.1629
pub_77677	dblp:inYear	year_20	0.1237
pub_339368	dblp:publishedIn	venue_1186	0.1034
author_219986	dblp:wrote	pub_79784	0.0811
pub_235965	dblp:hasAuthor	author_60380	0.0867
pub_111566	dblp:publishedIn	venue_2909	0.1100
pub_396116	dblp:publishedIn	venue_760	0.1208
pub_183219	dblp:hasAuthor	author_399177	0.0766
pub_186931	dblp:publishedIn	venue_2117	0.1124
author_5922	dblp:wrote	pub_130252	0.0993
pub_119889	dblp:inYear	year_52	0.1449
pub_351203	dblp:hasAuthor	author_123834	0.0843
pub_473641	dblp:inYear	year_18	0.1322
pub_317040	dblp:publishedIn	venue_2356	0.1059
pub_230973	dblp:publishedIn	venue_2307	0.1169
author_57753	dblp:wrote	pub_320783	0.0784
pub_220799	dblp:inYear	year_7	0.1899
pub_317494	dblp:inYear	year_7	0.1798
author_304119	dblp:wrote	pub_201090	0.0813
pub_109129	dblp:inYear	year_42	0.1552
pub_54758	dblp:inYear	year_46	0.1646
pub_490425	dblp:hasAuthor	author_94832	0.0791
pub_87991	dblp:inYear	year_42	0.1373
pub_145600	dblp:hasAuthor	author_132639	0.0693
pub_447447	dblp:inYear	year_5	0.1947
pub_8628	dblp:publishedIn	venue_1199	0.1093
author_16216	dblp:wrote	pub_402993	0.0868
author_299809	dblp:wrote	pub_327478	0.0699
author_256692	dblp:wrote	pub_275423	0.0653
author_153037	dblp:wrote	pub_118872	0.0609
pub_159461	dblp:publishedIn	venue_253	0.1131
author_580894	dblp:wrote	pub_380429	0.0780
pub_66850	dblp:inYear	year_1	0.1745
pub_380257	dblp:hasAuthor	author_582010	0.0893
pub_274744	dblp:hasAuthor	author_182726	0.0632
pub_74368	dblp:publishedIn	venue_1497	0.0977
pub_227842	dblp:hasAuthor	author_175062	0.0586
pub_334086	dblp:hasAuthor	author_147252	0.0784
pub_213580	dblp:publishedIn	venue_1308	0.0841
pub_363391	dblp:hasAuthor	author_307577	0.0836
pub_20051	dblp:publishedIn	venue_1331	0.1060
pub_15120	dblp:publishedIn	venue_2995	0.0862
pub_51319	dblp:hasAuthor	author_198568	0.0673
pub_397393	dblp:publishedIn	venue_1637	0.1225
pub_52405	dblp:inYear	year_30	0.1466
author_307188	dblp:wrote	pub_355696	0.0783
author_469069	dblp:wrote	pub_325882	0.1164
author_511351	dblp:wrote	pub_335425	0.0887
pub_312853	dblp:inYear	year_20	0.1304
author_334152	dblp:wrote	pub_292852	0.1046
pub_18448	dblp:inYear	year_40	0.1841
pub_340903	dblp:publishedIn	venue_2258	0.0958
pub_15153	dblp:hasAuthor	author_557311	0.0679
pub_364410	dblp:publishedIn	venue_80	0.0987
author_1728	dblp:wrote	pub_234269	0.1100
pub_39829	dblp:hasAuthor	author_108390	0.1077
pub_357353	dblp:publishedIn	venue_1556	0.0814
pub_413541	dblp:publishedIn	venue_239	0.1126
pub_314111	dblp:hasAuthor	author_146659	0.0787
pub_369741	dblp:hasAuthor	author_585587	0.0636
pub_39022	dblp:hasAuthor	author_456351	0.0684
pub_455940	dblp:inYear	year_33	0.1805
author_223426	dblp:wrote	pub_361996	0.0846
author_30481	dblp:wrote	pub_88478	0.0677
pub_90076	dblp:publishedIn	venue_29	0.1114
author_557762	dblp:wrote	pub_421856	0.1084
pub_203141	dblp:hasAuthor	author_569772	0.0681
pub_471524	dblp:publishedIn	venue_2298	0.1220
pub_116554	dblp:publishedIn	venue_2445	0.1440
pub_469582	dblp:inYear	year_14	0.1884
pub_393306	dblp:inYear	year_7	0.1533
pub_487815	dblp:publishedIn	venue_2679	0.0873
pub_331183	dblp:inYear	year_22	0.1849
pub_58968	dblp:hasAuthor	author_617554	0.0931
pub_70202	dblp:inYear	year_32	0.1354
pub_21531	dblp:hasAuthor	author_111188	0.0653
pub_393769	dblp:inYear	year_36	0.1354
pub_486624	dblp:publishedIn	venue_2852	0.1047
pub_42557	dblp:hasAuthor	author_626940	0.0746
author_339309	dblp:wrote	pub_94783	0.0664
pub_194372	dblp:hasAuthor	author_85152	0.0670
pub_65087	dblp:inYear	year_46	0.1382
