RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
dblp:inYear	year_21	0.1793
dblp:hasAuthor	author_17567	0.0785
dblp:hasAuthor	author_169139	0.0842
dblp:hasAuthor	author_403694	0.0582
dblp:hasAuthor	author_206760	0.0746
dblp:publishedIn	venue_471	0.0980
dblp:publishedIn	venue_2424	0.1275
dblp:inYear	year_28	0.1320
dblp:hasAuthor	author_312100	0.0689
dblp:wrote	pub_146486	0.0848
dblp:inYear	year_16	0.1215
dblp:inYear	year_9	0.1723
dblp:wrote	pub_39561	0.0900
dblp:hasAuthor	author_118871	0.0788
dblp:inYear	year_26	0.1887
dblp:hasAuthor	author_290151	0.0750
dblp:inYear	year_23	0.1489
dblp:publishedIn	venue_1003	0.1082
dblp:wrote	pub_2085	0.0822
dblp:publishedIn	venue_87	0.1513
dblp:publishedIn	venue_2712	0.1242
dblp:publishedIn	venue_1900	0.1019
dblp:inYear	year_1	0.1510
dblp:hasAuthor	author_252371	0.1141
dblp:publishedIn	venue_1843	0.1144
dblp:wrote	pub_49592	0.0839
dblp:wrote	pub_403506	0.0906
dblp:wrote	pub_192284	0.0701
dblp:wrote	pub_379182	0.0876
dblp:hasAuthor	author_33622	0.0819
dblp:hasAuthor	author_19737	0.0799
dblp:hasAuthor	author_70344	0.0788
dblp:hasAuthor	author_18859	0.0709
dblp:hasAuthor	author_253158	0.0699
dblp:wrote	pub_102826	0.0687
dblp:inYear	year_36	0.1287
dblp:wrote	pub_218332	0.0636
dblp:wrote	pub_140641	0.0868
dblp:hasAuthor	author_172083	0.0804
dblp:hasAuthor	author_508408	0.0691
dblp:inYear	year_24	0.1523
dblp:inYear	year_0	0.1341
dblp:hasAuthor	author_569373	0.0879
dblp:publishedIn	venue_1702	0.1052
dblp:publishedIn	venue_1915	0.1544
dblp:publishedIn	venue_635	0.1156
dblp:publishedIn	venue_2922	0.1541
dblp:hasAuthor	author_249832	0.0688
dblp:wrote	pub_441400	0.0582
dblp:hasAuthor	author_350384	0.0882
dblp:publishedIn	venue_1795	0.1367
dblp:hasAuthor	author_118910	0.0848
dblp:hasAuthor	author_409172	0.0912
dblp:hasAuthor	author_603735	0.0739
dblp:inYear	year_51	0.1661
dblp:hasAuthor	author_228849	0.0627
dblp:publishedIn	venue_405	0.1264
dblp:publishedIn	venue_543	0.1409
dblp:inYear	year_61	0.1521
dblp:wrote	pub_17345	0.1048
dblp:publishedIn	venue_1843	0.1169
dblp:publishedIn	venue_108	0.1100
dblp:hasAuthor	author_584195	0.0660
dblp:hasAuthor	author_221894	0.0814
dblp:wrote	pub_430788	0.0777
dblp:hasAuthor	author_533964	0.1144
dblp:hasAuthor	author_580952	0.1288
dblp:hasAuthor	author_202388	0.1311
dblp:wrote	pub_221083	0.0793
dblp:publishedIn	venue_2610	0.1496
dblp:hasAuthor	author_303083	0.0762
dblp:wrote	pub_204210	0.0832
dblp:publishedIn	venue_1208	0.1174
dblp:inYear	year_37	0.1834
dblp:publishedIn	venue_2382	0.1260
dblp:hasAuthor	author_216575	0.0743
dblp:wrote	pub_100203	0.0830
dblp:publishedIn	venue_2755	0.1387
dblp:wrote	pub_466407	0.0566
dblp:inYear	year_34	0.1196
dblp:wrote	pub_21223	0.1120
dblp:inYear	year_46	0.1215
dblp:publishedIn	venue_2345	0.1236
dblp:inYear	year_21	0.1723
dblp:publishedIn	venue_1544	0.1413
dblp:inYear	year_7	0.1864
dblp:inYear	year_60	0.1465
dblp:wrote	pub_192626	0.0740
dblp:hasAuthor	author_49348	0.0665
dblp:hasAuthor	author_307762	0.0815
dblp:wrote	pub_67771	0.0694
dblp:inYear	year_14	0.1564
dblp:hasAuthor	author_269470	0.0678
dblp:hasAuthor	author_574891	0.1035
dblp:hasAuthor	author_210554	0.0743
dblp:hasAuthor	author_163783	0.0881
dblp:hasAuthor	author_89327	0.0998
dblp:wrote	pub_380477	0.0851
dblp:wrote	pub_58034	0.0698
dblp:hasAuthor	author_18235	0.0742
dblp:publishedIn	venue_1843	0.1196
dblp:inYear	year_53	0.1833
dblp:hasAuthor	author_561750	0.0791
dblp:hasAuthor	author_561028	0.0857
dblp:wrote	pub_214463	0.0650
dblp:hasAuthor	author_16513	0.0757
dblp:publishedIn	venue_2794	0.1104
dblp:hasAuthor	author_452305	0.0609
dblp:inYear	year_32	0.1205
dblp:inYear	year_59	0.1300
dblp:inYear	year_22	0.1484
dblp:hasAuthor	author_475567	0.1299
dblp:publishedIn	venue_3019	0.1376
dblp:hasAuthor	author_410720	0.0613
dblp:publishedIn	venue_2543	0.1323
dblp:hasAuthor	author_176265	0.0823
dblp:publishedIn	venue_489	0.1319
dblp:hasAuthor	author_101908	0.1412
dblp:inYear	year_26	0.1778
dblp:publishedIn	venue_1971	0.1472
dblp:wrote	pub_220298	0.0610
dblp:wrote	pub_149613	0.0914
dblp:publishedIn	venue_1303	0.1566
dblp:inYear	year_10	0.1757
dblp:hasAuthor	author_330168	0.0794
dblp:inYear	year_2	0.1270
dblp:wrote	pub_26564	0.0639
dblp:inYear	year_10	0.1344
dblp:hasAuthor	author_446943	0.0740
dblp:hasAuthor	author_344249	0.0690
dblp:wrote	pub_257238	0.0771
dblp:hasAuthor	author_362477	0.0821
dblp:wrote	pub_216083	0.0648
dblp:wrote	pub_278544	0.0618
dblp:inYear	year_48	0.2116
dblp:hasAuthor	author_125797	0.0576
dblp:inYear	year_59	0.2126
dblp:inYear	year_7	0.1533
dblp:wrote	pub_239986	0.0875
dblp:publishedIn	venue_2329	0.1217
dblp:inYear	year_45	0.1653
dblp:inYear	year_26	0.1512
dblp:hasAuthor	author_598999	0.0788
dblp:inYear	year_36	0.1448
dblp:publishedIn	venue_1504	0.1626
dblp:hasAuthor	author_506540	0.0847
dblp:wrote	pub_28057	0.0746
dblp:publishedIn	venue_1639	0.1362
dblp:publishedIn	venue_1908	0.1102
dblp:publishedIn	venue_1637	0.1435
dblp:inYear	year_11	0.1675
dblp:hasAuthor	author_453963	0.0995
dblp:inYear	year_34	0.1672
dblp:publishedIn	venue_2629	0.1291
dblp:inYear	year_35	0.1954
dblp:wrote	pub_187328	0.0712
dblp:hasAuthor	author_549034	0.0842
dblp:publishedIn	venue_2857	0.1295
dblp:wrote	pub_214864	0.0965
dblp:publishedIn	venue_2705	0.1370
dblp:wrote	pub_386415	0.0649
dblp:hasAuthor	author_516813	0.1068
dblp:hasAuthor	author_70924	0.0853
dblp:inYear	year_46	0.1825
dblp:wrote	pub_455856	0.0959
dblp:inYear	year_13	0.1674
dblp:hasAuthor	author_137817	0.0847
dblp:publishedIn	venue_1204	0.1244
dblp:wrote	pub_215142	0.0626
dblp:wrote	pub_193927	0.1159
dblp:hasAuthor	author_211183	0.0783
dblp:hasAuthor	author_236146	0.0865
dblp:hasAuthor	author_45863	0.0868
dblp:hasAuthor	author_207892	0.1028
dblp:hasAuthor	author_549606	0.0810
dblp:hasAuthor	author_29853	0.0809
dblp:publishedIn	venue_1777	0.1606
dblp:publishedIn	venue_2116	0.1132
dblp:publishedIn	venue_742	0.0940
dblp:publishedIn	venue_1754	0.1262
dblp:wrote	pub_170402	0.1006
dblp:inYear	year_61	0.1388
dblp:inYear	year_36	0.1290
dblp:wrote	pub_3883	0.0934
dblp:inYear	year_22	0.1920
dblp:wrote	pub_139925	0.0739
dblp:inYear	year_17	0.1392
dblp:inYear	year_13	0.1612
dblp:wrote	pub_351759	0.1032
dblp:publishedIn	venue_985	0.1153
dblp:publishedIn	venue_2382	0.0943
dblp:hasAuthor	author_210585	0.0761
dblp:inYear	year_50	0.1778
dblp:inYear	year_4	0.1497
dblp:wrote	pub_206907	0.0928
dblp:inYear	year_21	0.1487
dblp:hasAuthor	author_464051	0.0706
dblp:publishedIn	venue_1803	0.1374
dblp:inYear	year_20	0.1505
dblp:wrote	pub_7287	0.0943
dblp:hasAuthor	author_99649	0.0811
dblp:hasAuthor	author_13071	0.1123
dblp:publishedIn	venue_2252	0.1328
dblp:publishedIn	venue_1528	0.1038
dblp:wrote	pub_249353	0.0590
dblp:wrote	pub_40447	0.0824
dblp:publishedIn	venue_797	0.1150
dblp:wrote	pub_123112	0.0757
dblp:wrote	pub_12897	0.0947
dblp:publishedIn	venue_1290	0.1389
dblp:wrote	pub_416484	0.0828
dblp:inYear	year_40	0.1483
dblp:inYear	year_24	0.1442
dblp:hasAuthor	author_137386	0.0803
dblp:inYear	year_2	0.1915
dblp:wrote	pub_393573	0.0651
dblp:wrote	pub_182330	0.0860
dblp:inYear	year_11	0.1900
dblp:inYear	year_9	0.1316
dblp:wrote	pub_418503	0.0795
dblp:wrote	pub_46771	0.1153
dblp:inYear	year_26	0.1735
dblp:inYear	year_18	0.1623
dblp:wrote	pub_419473	0.0629
dblp:wrote	pub_324920	0.0655
dblp:inYear	year_53	0.1485
dblp:inYear	year_17	0.1239
dblp:hasAuthor	author_75264	0.0874
dblp:wrote	pub_417252	0.0838
dblp:hasAuthor	author_570218	0.0963
dblp:publishedIn	venue_582	0.1286
dblp:publishedIn	venue_2204	0.1505
dblp:inYear	year_19	0.1469
dblp:wrote	pub_80806	0.0657
dblp:publishedIn	venue_2857	0.1271
dblp:inYear	year_34	0.1940
dblp:publishedIn	venue_2768	0.1705
dblp:publishedIn	venue_1303	0.1729
dblp:publishedIn	venue_1395	0.1243
dblp:publishedIn	venue_2904	0.1030
dblp:hasAuthor	author_285760	0.0719
dblp:hasAuthor	author_448061	0.1012
dblp:hasAuthor	author_546727	0.1404
dblp:hasAuthor	author_390343	0.0603
dblp:hasAuthor	author_154788	0.0651
dblp:inYear	year_24	0.1428
dblp:publishedIn	venue_903	0.1460
dblp:wrote	pub_299409	0.0789
dblp:hasAuthor	author_47822	0.0914
dblp:publishedIn	venue_2403	0.1726
dblp:publishedIn	venue_1747	0.1321
dblp:hasAuthor	author_90617	0.0958
dblp:hasAuthor	author_586929	0.0889
dblp:hasAuthor	author_78522	0.0715
dblp:wrote	pub_94379	0.1061
dblp:hasAuthor	author_532886	0.1073
dblp:hasAuthor	author_560342	0.0590
dblp:publishedIn	venue_1930	0.1082
dblp:hasAuthor	author_348935	0.0750
dblp:publishedIn	venue_1890	0.1068
dblp:hasAuthor	author_210246	0.0696
dblp:wrote	pub_6917	0.0945
dblp:hasAuthor	author_249077	0.0716
dblp:inYear	year_6	0.1798
dblp:inYear	year_15	0.1370
dblp:inYear	year_52	0.1932
dblp:hasAuthor	author_338665	0.0811
dblp:hasAuthor	author_445477	0.0901
dblp:publishedIn	venue_2024	0.1453
dblp:publishedIn	venue_1678	0.1171
dblp:wrote	pub_131812	0.0687
dblp:wrote	pub_106332	0.0951
dblp:wrote	pub_372002	0.0859
dblp:wrote	pub_342236	0.0945
dblp:hasAuthor	author_289976	0.0774
dblp:wrote	pub_45341	0.1037
dblp:hasAuthor	author_450199	0.0777
dblp:publishedIn	venue_1701	0.1073
dblp:wrote	pub_135727	0.0867
dblp:inYear	year_48	0.1356
dblp:publishedIn	venue_1071	0.1207
dblp:publishedIn	venue_2979	0.1018
dblp:wrote	pub_371715	0.1083
dblp:publishedIn	venue_2705	0.1131
dblp:wrote	pub_177271	0.0643
dblp:publishedIn	venue_1457	0.1167
dblp:publishedIn	venue_1289	0.1309
dblp:inYear	year_26	0.1127
dblp:hasAuthor	author_198805	0.0787
dblp:hasAuthor	author_581330	0.0789
dblp:wrote	pub_346123	0.0571
dblp:inYear	year_11	0.1101
dblp:publishedIn	venue_1322	0.1307
dblp:inYear	year_19	0.1776
dblp:inYear	year_17	0.1561
dblp:publishedIn	venue_2882	0.1673
dblp:publishedIn	venue_3026	0.1421
dblp:wrote	pub_463651	0.0998
dblp:wrote	pub_355962	0.0918
dblp:publishedIn	venue_651	0.1332
dblp:hasAuthor	author_558364	0.0980
dblp:inYear	year_13	0.1420
dblp:hasAuthor	author_429373	0.0781
dblp:inYear	year_29	0.1986
dblp:publishedIn	venue_2250	0.1149
dblp:inYear	year_11	0.1453
dblp:wrote	pub_65107	0.0809
dblp:publishedIn	venue_2191	0.1566
dblp:publishedIn	venue_1971	0.1211
dblp:inYear	year_60	0.1379
dblp:publishedIn	venue_1780	0.1639
dblp:publishedIn	venue_1822	0.1319
dblp:hasAuthor	author_326376	0.0737
dblp:hasAuthor	author_609822	0.0802
dblp:publishedIn	venue_1392	0.1424
dblp:publishedIn	venue_2653	0.1458
dblp:publishedIn	venue_2144	0.1493
dblp:inYear	year_19	0.1810
dblp:hasAuthor	author_339352	0.0551
dblp:hasAuthor	author_158900	0.1049
dblp:inYear	year_46	0.1768
dblp:publishedIn	venue_1606	0.1493
dblp:hasAuthor	author_635601	0.0694
dblp:publishedIn	venue_2593	0.1251
dblp:publishedIn	venue_662	0.1129
dblp:wrote	pub_93763	0.0770
dblp:hasAuthor	author_562710	0.0816
dblp:hasAuthor	author_403738	0.0652
dblp:wrote	pub_34909	0.1396
dblp:hasAuthor	author_556722	0.0699
dblp:hasAuthor	author_80510	0.0857
dblp:hasAuthor	author_33715	0.1578
dblp:wrote	pub_432828	0.0961
dblp:hasAuthor	author_254312	0.0718
dblp:inYear	year_41	0.1378
dblp:wrote	pub_132732	0.1232
dblp:wrote	pub_347465	0.0706
dblp:hasAuthor	author_163568	0.0657
dblp:wrote	pub_443176	0.0694
dblp:hasAuthor	author_35550	0.0840
dblp:wrote	pub_353710	0.0872
dblp:hasAuthor	author_60015	0.0771
dblp:publishedIn	venue_1589	0.1124
dblp:hasAuthor	author_439639	0.0940
dblp:hasAuthor	author_608689	0.0666
dblp:inYear	year_36	0.1463
dblp:hasAuthor	author_323274	0.0714
dblp:wrote	pub_229778	0.0770
dblp:wrote	pub_145500	0.0858
dblp:wrote	pub_178641	0.0805
dblp:hasAuthor	author_422905	0.0675
dblp:wrote	pub_54607	0.0689
dblp:wrote	pub_33283	0.0514
dblp:wrote	pub_290905	0.0708
dblp:publishedIn	venue_2998	0.0993
dblp:wrote	pub_330706	0.0612
dblp:inYear	year_19	0.1408
dblp:hasAuthor	author_320378	0.1213
dblp:hasAuthor	author_249109	0.0861
dblp:publishedIn	venue_1701	0.1419
dblp:wrote	pub_468975	0.0823
dblp:wrote	pub_477909	0.0616
dblp:wrote	pub_82016	0.0698
dblp:wrote	pub_241737	0.0728
dblp:wrote	pub_353865	0.0691
dblp:publishedIn	venue_2919	0.1233
dblp:inYear	year_22	0.1733
dblp:publishedIn	venue_912	0.1199
dblp:wrote	pub_161341	0.0976
dblp:inYear	year_37	0.1555
dblp:inYear	year_0	0.1577
dblp:wrote	pub_13013	0.1129
dblp:wrote	pub_12051	0.1047
dblp:inYear	year_48	0.1160
dblp:inYear	year_16	0.1450
dblp:hasAuthor	author_327463	0.0743
dblp:publishedIn	venue_2816	0.1334
dblp:inYear	year_11	0.1603
dblp:inYear	year_3	0.1662
dblp:wrote	pub_258479	0.0632
dblp:wrote	pub_217751	0.0784
dblp:inYear	year_40	0.1503
dblp:inYear	year_52	0.1245
dblp:wrote	pub_403532	0.0817
dblp:publishedIn	venue_741	0.1372
dblp:publishedIn	venue_1409	0.1270
dblp:wrote	pub_59092	0.0816
dblp:hasAuthor	author_566607	0.0684
dblp:hasAuthor	author_88527	0.0842
dblp:hasAuthor	author_454656	0.0602
dblp:inYear	year_19	0.1381
dblp:inYear	year_14	0.1196
dblp:publishedIn	venue_2453	0.1194
dblp:publishedIn	venue_1453	0.1072
dblp:hasAuthor	author_206987	0.0806
dblp:hasAuthor	author_382661	0.0688
dblp:publishedIn	venue_985	0.1366
dblp:wrote	pub_139292	0.0643
dblp:inYear	year_43	0.1979
dblp:inYear	year_7	0.1854
dblp:publishedIn	venue_873	0.1312
dblp:publishedIn	venue_2703	0.1179
dblp:wrote	pub_186129	0.0770
dblp:hasAuthor	author_389322	0.0712
dblp:inYear	year_39	0.1714
dblp:inYear	year_56	0.2236
dblp:wrote	pub_406249	0.0707
dblp:inYear	year_9	0.1399
dblp:publishedIn	venue_1071	0.1187
dblp:hasAuthor	author_500992	0.0906
dblp:inYear	year_28	0.1857
dblp:wrote	pub_399016	0.0995
dblp:hasAuthor	author_526382	0.1127
dblp:publishedIn	venue_2703	0.1056
dblp:hasAuthor	author_19899	0.0863
dblp:wrote	pub_353116	0.0596
dblp:hasAuthor	author_165017	0.0811
dblp:publishedIn	venue_3021	0.1408
dblp:hasAuthor	author_312884	0.0726
dblp:hasAuthor	author_165616	0.0660
dblp:publishedIn	venue_2426	0.1294
dblp:wrote	pub_369042	0.0688
dblp:publishedIn	venue_903	0.1357
dblp:hasAuthor	author_373899	0.0934
dblp:hasAuthor	author_245842	0.0976
dblp:inYear	year_12	0.1846
dblp:publishedIn	venue_1292	0.1497
dblp:hasAuthor	author_225547	0.1001
dblp:publishedIn	venue_2034	0.1249
dblp:inYear	year_10	0.1934
dblp:wrote	pub_226273	0.0597
dblp:hasAuthor	author_16322	0.1272
dblp:wrote	pub_91612	0.0900
dblp:hasAuthor	author_245654	0.0689
dblp:wrote	pub_334560	0.0917
dblp:inYear	year_23	0.1994
dblp:inYear	year_19	0.1642
dblp:wrote	pub_185976	0.0789
dblp:wrote	pub_114683	0.0762
dblp:hasAuthor	author_626029	0.1007
dblp:publishedIn	venue_3038	0.0920
dblp:inYear	year_10	0.1544
dblp:hasAuthor	author_365018	0.0818
dblp:inYear	year_39	0.1769
dblp:hasAuthor	author_121020	0.0737
dblp:publishedIn	venue_831	0.1284
dblp:hasAuthor	author_443494	0.0704
dblp:publishedIn	venue_2048	0.0979
dblp:wrote	pub_487411	0.0694
dblp:hasAuthor	author_545334	0.0843
dblp:inYear	year_21	0.1430
dblp:wrote	pub_86784	0.0524
dblp:publishedIn	venue_2327	0.1367
dblp:wrote	pub_254613	0.0762
dblp:inYear	year_27	0.1364
dblp:hasAuthor	author_372192	0.1322
dblp:inYear	year_54	0.1500
dblp:inYear	year_60	0.1455
dblp:inYear	year_51	0.1471
dblp:hasAuthor	author_32853	0.0746
dblp:publishedIn	venue_1697	0.1153
dblp:publishedIn	venue_3010	0.1442
dblp:wrote	pub_380750	0.0621
dblp:wrote	pub_367693	0.0642
dblp:wrote	pub_246709	0.0772
dblp:publishedIn	venue_696	0.1100
dblp:hasAuthor	author_513681	0.0607
dblp:hasAuthor	author_43499	0.0639
dblp:wrote	pub_331949	0.0711
dblp:inYear	year_42	0.1016
dblp:hasAuthor	author_149447	0.0758
dblp:inYear	year_21	0.1549
dblp:inYear	year_55	0.1740
dblp:publishedIn	venue_82	0.1116
dblp:wrote	pub_305149	0.1077
dblp:inYear	year_39	0.1390
dblp:inYear	year_29	0.1335
dblp:hasAuthor	author_31383	0.0585
dblp:inYear	year_27	0.2352
dblp:publishedIn	venue_1753	0.1145
dblp:inYear	year_6	0.1517
dblp:publishedIn	venue_2931	0.1337
dblp:wrote	pub_122774	0.0909
dblp:hasAuthor	author_233934	0.0733
dblp:hasAuthor	author_596616	0.1117
dblp:inYear	year_56	0.1902
dblp:publishedIn	venue_1085	0.1284
dblp:publishedIn	venue_1208	0.1214
dblp:hasAuthor	author_101304	0.0727
dblp:hasAuthor	author_436531	0.0915
dblp:hasAuthor	author_515208	0.0738
dblp:wrote	pub_90242	0.0951
dblp:publishedIn	venue_702	0.1181
dblp:wrote	pub_462051	0.0568
dblp:inYear	year_50	0.1498
dblp:hasAuthor	author_470331	0.0839
dblp:wrote	pub_274262	0.0988
dblp:inYear	year_5	0.1313
dblp:wrote	pub_290528	0.1085
dblp:inYear	year_48	0.1668
dblp:wrote	pub_464649	0.0839
dblp:publishedIn	venue_1873	0.1200
dblp:wrote	pub_88989	0.0953
dblp:publishedIn	venue_1409	0.1199
dblp:inYear	year_9	0.1778
dblp:wrote	pub_410188	0.0779
dblp:hasAuthor	author_640571	0.0838
dblp:hasAuthor	author_237891	0.0954
dblp:publishedIn	venue_2495	0.1279
dblp:hasAuthor	author_586717	0.0726
dblp:hasAuthor	author_404805	0.0625
dblp:hasAuthor	author_337605	0.0960
dblp:hasAuthor	author_619035	0.0889
dblp:inYear	year_9	0.1594
dblp:publishedIn	venue_1873	0.1113
dblp:wrote	pub_56840	0.0747
dblp:inYear	year_7	0.1507
dblp:wrote	pub_284474	0.0566
dblp:inYear	year_41	0.1541
dblp:hasAuthor	author_136944	0.0793
dblp:inYear	year_0	0.1760
dblp:publishedIn	venue_2703	0.1250
dblp:inYear	year_40	0.1995
dblp:inYear	year_52	0.1791
dblp:wrote	pub_251054	0.0831
dblp:hasAuthor	author_552580	0.0658
dblp:inYear	year_40	0.1459
dblp:publishedIn	venue_1412	0.1476
dblp:hasAuthor	author_586622	0.0770
dblp:hasAuthor	author_548414	0.0961
dblp:wrote	pub_166354	0.0815
dblp:wrote	pub_77187	0.0884
dblp:hasAuthor	author_155376	0.0558
dblp:publishedIn	venue_1613	0.1223
dblp:inYear	year_23	0.1436
dblp:inYear	year_54	0.1482
dblp:inYear	year_54	0.1178
dblp:hasAuthor	author_241762	0.0651
dblp:wrote	pub_14424	0.0836
dblp:hasAuthor	author_288112	0.0639
dblp:publishedIn	venue_1795	0.1413
dblp:hasAuthor	author_256393	0.0630
dblp:hasAuthor	author_407678	0.0707
dblp:wrote	pub_193892	0.0769
dblp:inYear	year_15	0.1179
dblp:wrote	pub_176782	0.0657
dblp:wrote	pub_433862	0.1022
dblp:wrote	pub_337395	0.0911
dblp:publishedIn	venue_2543	0.1087
dblp:publishedIn	venue_2557	0.1139
dblp:wrote	pub_300074	0.0712
dblp:publishedIn	venue_543	0.1102
dblp:hasAuthor	author_136152	0.0753
dblp:hasAuthor	author_302843	0.0781
dblp:publishedIn	venue_3038	0.1085
dblp:wrote	pub_96807	0.0793
dblp:wrote	pub_388218	0.0633
dblp:publishedIn	venue_1292	0.1313
dblp:wrote	pub_12245	0.0783
dblp:publishedIn	venue_93	0.1123
dblp:inYear	year_45	0.1828
dblp:inYear	year_3	0.1905
dblp:publishedIn	venue_1292	0.1605
dblp:hasAuthor	author_327648	0.0925
dblp:wrote	pub_58665	0.0614
dblp:wrote	pub_156263	0.1010
dblp:inYear	year_1	0.1657
dblp:publishedIn	venue_2192	0.1311
dblp:publishedIn	venue_1346	0.1477
dblp:publishedIn	venue_1544	0.1346
dblp:hasAuthor	author_36195	0.1077
dblp:hasAuthor	author_491954	0.0758
dblp:publishedIn	venue_713	0.1566
dblp:wrote	pub_151348	0.0811
dblp:wrote	pub_281855	0.0928
dblp:inYear	year_33	0.1211
dblp:wrote	pub_388846	0.0928
dblp:publishedIn	venue_2651	0.1545
dblp:publishedIn	venue_2705	0.1116
dblp:publishedIn	venue_1936	0.1108
dblp:hasAuthor	author_521471	0.0906
dblp:publishedIn	venue_2462	0.1154
dblp:inYear	year_44	0.1696
dblp:publishedIn	venue_1388	0.1277
dblp:wrote	pub_106608	0.0694
dblp:wrote	pub_444014	0.0691
dblp:hasAuthor	author_67014	0.0712
dblp:wrote	pub_18229	0.0954
dblp:hasAuthor	author_486857	0.0934
dblp:wrote	pub_46922	0.0965
dblp:hasAuthor	author_495067	0.0716
dblp:hasAuthor	author_86199	0.0944
dblp:publishedIn	venue_1201	0.1207
dblp:publishedIn	venue_402	0.1189
dblp:inYear	year_25	0.2301
dblp:inYear	year_49	0.1890
dblp:wrote	pub_483540	0.0678
dblp:wrote	pub_257110	0.0753
dblp:inYear	year_10	0.1318
dblp:inYear	year_31	0.2683
dblp:publishedIn	venue_313	0.1351
dblp:wrote	pub_216965	0.0960
dblp:hasAuthor	author_137396	0.0830
dblp:hasAuthor	author_373798	0.0638
dblp:hasAuthor	author_554419	0.0920
dblp:inYear	year_33	0.1608
dblp:publishedIn	venue_2241	0.1409
dblp:hasAuthor	author_267429	0.1004
dblp:hasAuthor	author_18916	0.0577
dblp:publishedIn	venue_2642	0.1513
dblp:inYear	year_38	0.1561
dblp:publishedIn	venue_2329	0.1407
dblp:wrote	pub_186966	0.0604
dblp:inYear	year_11	0.1742
dblp:wrote	pub_125367	0.1282
dblp:publishedIn	venue_2025	0.1076
dblp:wrote	pub_84238	0.0804
dblp:publishedIn	venue_195	0.1309
dblp:publishedIn	venue_1695	0.1109
dblp:publishedIn	venue_1357	0.1932
dblp:inYear	year_48	0.1792
dblp:inYear	year_34	0.1056
dblp:inYear	year_17	0.1192
dblp:wrote	pub_289287	0.0937
dblp:publishedIn	venue_2567	0.1165
dblp:inYear	year_4	0.1232
dblp:wrote	pub_474174	0.0693
dblp:wrote	pub_397101	0.0738
dblp:wrote	pub_173976	0.0673
dblp:hasAuthor	author_323827	0.0805
dblp:publishedIn	venue_732	0.1430
dblp:wrote	pub_437621	0.0875
dblp:wrote	pub_208730	0.0903
dblp:inYear	year_10	0.1489
dblp:hasAuthor	author_641259	0.1288
dblp:inYear	year_5	0.1194
dblp:hasAuthor	author_454720	0.0794
dblp:inYear	year_44	0.1952
dblp:hasAuthor	author_8333	0.0839
dblp:publishedIn	venue_2133	0.1330
dblp:inYear	year_36	0.2265
dblp:inYear	year_11	0.1605
dblp:hasAuthor	author_355793	0.0946
